../../datasets/dfc2019/extraidos_v2/dividido_v2/teste/RGB/JAX_004_006_r0c1.tif,../../datasets/dfc2019/extraidos_v2/dividido_v2/teste/Truth/JAX_004_006_r0c1.tif
../../datasets/dfc2019/extraidos_v2/dividido_v2/teste/RGB/JAX_004_009_r0c0.tif,../../datasets/dfc2019/extraidos_v2/dividido_v2/teste/Truth/JAX_004_009_r0c0.tif
../../datasets/dfc2019/extraidos_v2/dividido_v2/teste/RGB/JAX_004_015_r1c1.tif,../../datasets/dfc2019/extraidos_v2/dividido_v2/teste/Truth/JAX_004_015_r1c1.tif
../../datasets/dfc2019/extraidos_v2/dividido_v2/teste/RGB/JAX_004_016_r1c0.tif,../../datasets/dfc2019/extraidos_v2/dividido_v2/teste/Truth/JAX_004_016_r1c0.tif
../../datasets/dfc2019/extraidos_v2/dividido_v2/teste/RGB/JAX_017_001_r1c1.tif,../../datasets/dfc2019/extraidos_v2/dividido_v2/teste/Truth/JAX_017_001_r1c1.tif
../../datasets/dfc2019/extraidos_v2/dividido_v2/teste/RGB/JAX_017_004_r0c0.tif,../../datasets/dfc2019/extraidos_v2/dividido_v2/teste/Truth/JAX_017_004_r0c0.tif
../../datasets/dfc2019/extraidos_v2/dividido_v2/teste/RGB/JAX_017_004_r1c0.tif,../../datasets/dfc2019/extraidos_v2/dividido_v2/teste/Truth/JAX_017_004_r1c0.tif
../../datasets/dfc2019/extraidos_v2/dividido_v2/teste/RGB/JAX_017_005_r1c0.tif,../../datasets/dfc2019/extraidos_v2/dividido_v2/teste/Truth/JAX_017_005_r1c0.tif
../../datasets/dfc2019/extraidos_v2/dividido_v2/teste/RGB/JAX_017_006_r0c0.tif,../../datasets/dfc2019/extraidos_v2/dividido_v2/teste/Truth/JAX_017_006_r0c0.tif
../../datasets/dfc2019/extraidos_v2/dividido_v2/teste/RGB/JAX_017_011_r1c1.tif,../../datasets/dfc2019/extraidos_v2/dividido_v2/teste/Truth/JAX_017_011_r1c1.tif
